ComCode,Description,ShortDesc,CatGroupID,CatGroup,CatGroupOrder
18770,USDA Imported Meat - Processed Beef - Heat Treated - Shelf Stable - Total,USDA Imported Meat - Processed Beef - Ht Trd  - Sh St - Total,641,USDA Imported Meat - Processed Beef,155
18771,USDA Imported Meat - Processed Beef - Thermally Processed - Total,USDA Imported Meat - Processed Beef - Thermally Processed - Total,641,USDA Imported Meat - Processed Beef,160
18772,USDA Imported Meat - Fresh Pork - AMR - Brazil,USDA Imported Meat - Fresh Pork - AMR - BRZ,642,USDA Imported Meat - Fresh Pork,5
18773,USDA Imported Meat - Fresh Pork - Boneless Trimmings - Brazil,USDA Imported Meat - Fresh Pork - Boneless Trimmings - BRZ,642,USDA Imported Meat - Fresh Pork,10
18774,USDA Imported Meat - Fresh Pork - Cuts - Brazil,USDA Imported Meat - Fresh Pork - Cuts - BRZ,642,USDA Imported Meat - Fresh Pork,15
18775,USDA Imported Meat - Fresh Pork - Edible Offal - Brazil,USDA Imported Meat - Fresh Pork - Edible Offal - BRZ,642,USDA Imported Meat - Fresh Pork,20
18776,USDA Imported Meat - Fresh Pork - Other Intact - Brazil,USDA Imported Meat - Fresh Pork - Other Intact - BRZ,642,USDA Imported Meat - Fresh Pork,25
18777,USDA Imported Meat - Fresh Pork - Primals & Subprimals - Brazil,USDA Imported Meat - Fresh Pork - Primals & Subprimals - BRZ,642,USDA Imported Meat - Fresh Pork,30
18778,USDA Imported Meat - Fresh Pork - AMR - Canada,USDA Imported Meat - Fresh Pork - AMR - CAN,642,USDA Imported Meat - Fresh Pork,35
18779,USDA Imported Meat - Fresh Pork - Boneless Trimmings - Canada,USDA Imported Meat - Fresh Pork - Boneless Trimmings - CAN,642,USDA Imported Meat - Fresh Pork,40
18780,USDA Imported Meat - Fresh Pork - Cuts - Canada,USDA Imported Meat - Fresh Pork - Cuts - CAN,642,USDA Imported Meat - Fresh Pork,45
18781,USDA Imported Meat - Fresh Pork - Edible Offal - Canada,USDA Imported Meat - Fresh Pork - Edible Offal - CAN,642,USDA Imported Meat - Fresh Pork,50
18782,USDA Imported Meat - Fresh Pork - Other Intact - Canada,USDA Imported Meat - Fresh Pork - Other Intact - CAN,642,USDA Imported Meat - Fresh Pork,55
18783,USDA Imported Meat - Fresh Pork - Primals & Subprimals - Canada,USDA Imported Meat - Fresh Pork - Primals & Subprimals - CAN,642,USDA Imported Meat - Fresh Pork,60
18784,USDA Imported Meat - Fresh Pork - AMR - Chile,USDA Imported Meat - Fresh Pork - AMR - CHL,642,USDA Imported Meat - Fresh Pork,65
18785,USDA Imported Meat - Fresh Pork - Boneless Trimmings - Chile,USDA Imported Meat - Fresh Pork - Boneless Trimmings - CHL,642,USDA Imported Meat - Fresh Pork,70
18786,USDA Imported Meat - Fresh Pork - Cuts - Chile,USDA Imported Meat - Fresh Pork - Cuts - CHL,642,USDA Imported Meat - Fresh Pork,75
18787,USDA Imported Meat - Fresh Pork - Edible Offal - Chile,USDA Imported Meat - Fresh Pork - Edible Offal - CHL,642,USDA Imported Meat - Fresh Pork,80
18788,USDA Imported Meat - Fresh Pork - Other Intact - Chile,USDA Imported Meat - Fresh Pork - Other Intact - CHL,642,USDA Imported Meat - Fresh Pork,85
18789,USDA Imported Meat - Fresh Pork - Primals & Subprimals - Chile,USDA Imported Meat - Fresh Pork - Primals & Subprimals - CHL,642,USDA Imported Meat - Fresh Pork,90
18790,USDA Imported Meat - Fresh Pork - AMR - Denmark,USDA Imported Meat - Fresh Pork - AMR - DK,642,USDA Imported Meat - Fresh Pork,95
18791,USDA Imported Meat - Fresh Pork - Boneless Trimmings - Denmark,USDA Imported Meat - Fresh Pork - Boneless Trimmings - DK,642,USDA Imported Meat - Fresh Pork,100
18792,USDA Imported Meat - Fresh Pork - Cuts - Denmark,USDA Imported Meat - Fresh Pork - Cuts - DK,642,USDA Imported Meat - Fresh Pork,105
18793,USDA Imported Meat - Fresh Pork - Edible Offal - Denmark,USDA Imported Meat - Fresh Pork - Edible Offal - DK,642,USDA Imported Meat - Fresh Pork,110
18794,USDA Imported Meat - Fresh Pork - Other Intact - Denmark,USDA Imported Meat - Fresh Pork - Other Intact - DK,642,USDA Imported Meat - Fresh Pork,115
18795,USDA Imported Meat - Fresh Pork - Primals & Subprimals - Denmark,USDA Imported Meat - Fresh Pork - Primals & Subprimals - DK,642,USDA Imported Meat - Fresh Pork,120
18796,USDA Imported Meat - Fresh Pork - AMR - Finland,USDA Imported Meat - Fresh Pork - AMR - FI,642,USDA Imported Meat - Fresh Pork,125
18797,USDA Imported Meat - Fresh Pork - Boneless Trimmings - Finland,USDA Imported Meat - Fresh Pork - Boneless Trimmings - FI,642,USDA Imported Meat - Fresh Pork,130
18798,USDA Imported Meat - Fresh Pork - Cuts - Finland,USDA Imported Meat - Fresh Pork - Cuts - FI,642,USDA Imported Meat - Fresh Pork,135
18799,USDA Imported Meat - Fresh Pork - Edible Offal - Finland,USDA Imported Meat - Fresh Pork - Edible Offal - FI,642,USDA Imported Meat - Fresh Pork,140
18800,USDA Imported Meat - Fresh Pork - Other Intact - Finland,USDA Imported Meat - Fresh Pork - Other Intact - FI,642,USDA Imported Meat - Fresh Pork,145
18801,USDA Imported Meat - Fresh Pork - Primals & Subprimals - Finland,USDA Imported Meat - Fresh Pork - Primals & Subprimals - FI,642,USDA Imported Meat - Fresh Pork,150
18802,USDA Imported Meat - Fresh Pork - AMR - Ireland,USDA Imported Meat - Fresh Pork - AMR - IRL,642,USDA Imported Meat - Fresh Pork,155
18803,USDA Imported Meat - Fresh Pork - Boneless Trimmings - Ireland,USDA Imported Meat - Fresh Pork - Boneless Trimmings - IRL,642,USDA Imported Meat - Fresh Pork,160
18804,USDA Imported Meat - Fresh Pork - Cuts - Ireland,USDA Imported Meat - Fresh Pork - Cuts - IRL,642,USDA Imported Meat - Fresh Pork,165
18805,USDA Imported Meat - Fresh Pork - Edible Offal - Ireland,USDA Imported Meat - Fresh Pork - Edible Offal - IRL,642,USDA Imported Meat - Fresh Pork,170
18806,USDA Imported Meat - Fresh Pork - Other Intact - Ireland,USDA Imported Meat - Fresh Pork - Other Intact - IRL,642,USDA Imported Meat - Fresh Pork,175
18807,USDA Imported Meat - Fresh Pork - Primals & Subprimals - Ireland,USDA Imported Meat - Fresh Pork - Primals & Subprimals - IRL,642,USDA Imported Meat - Fresh Pork,180
18808,USDA Imported Meat - Fresh Pork - AMR - Mexico,USDA Imported Meat - Fresh Pork - AMR - MEX,642,USDA Imported Meat - Fresh Pork,185
18809,USDA Imported Meat - Fresh Pork - Boneless Trimmings - Mexico,USDA Imported Meat - Fresh Pork - Boneless Trimmings - MEX,642,USDA Imported Meat - Fresh Pork,190
18810,USDA Imported Meat - Fresh Pork - Cuts - Mexico,USDA Imported Meat - Fresh Pork - Cuts - MEX,642,USDA Imported Meat - Fresh Pork,195
18811,USDA Imported Meat - Fresh Pork - Edible Offal - Mexico,USDA Imported Meat - Fresh Pork - Edible Offal - MEX,642,USDA Imported Meat - Fresh Pork,200
18812,USDA Imported Meat - Fresh Pork - Other Intact - Mexico,USDA Imported Meat - Fresh Pork - Other Intact - MEX,642,USDA Imported Meat - Fresh Pork,205
18813,USDA Imported Meat - Fresh Pork - Primals & Subprimals - Mexico,USDA Imported Meat - Fresh Pork - Primals & Subprimals - MEX,642,USDA Imported Meat - Fresh Pork,210
18814,USDA Imported Meat - Fresh Pork - AMR - Netherlands,USDA Imported Meat - Fresh Pork - AMR - NL,642,USDA Imported Meat - Fresh Pork,215
18815,USDA Imported Meat - Fresh Pork - Boneless Trimmings - Netherlands,USDA Imported Meat - Fresh Pork - Boneless Trimmings - NL,642,USDA Imported Meat - Fresh Pork,220
18816,USDA Imported Meat - Fresh Pork - Cuts - Netherlands,USDA Imported Meat - Fresh Pork - Cuts - NL,642,USDA Imported Meat - Fresh Pork,225
18817,USDA Imported Meat - Fresh Pork - Edible Offal - Netherlands,USDA Imported Meat - Fresh Pork - Edible Offal - NL,642,USDA Imported Meat - Fresh Pork,230
18818,USDA Imported Meat - Fresh Pork - Other Intact - Netherlands,USDA Imported Meat - Fresh Pork - Other Intact - NL,642,USDA Imported Meat - Fresh Pork,235
18819,USDA Imported Meat - Fresh Pork - Primals & Subprimals - Netherlands,USDA Imported Meat - Fresh Pork - Primals & Subprimals - NL,642,USDA Imported Meat - Fresh Pork,240
18820,USDA Imported Meat - Fresh Pork - AMR - North Ireland,USDA Imported Meat - Fresh Pork - AMR - North IRL,642,USDA Imported Meat - Fresh Pork,245
18821,USDA Imported Meat - Fresh Pork - Boneless Trimmings - North Ireland,USDA Imported Meat - Fresh Pork - Boneless Trimmings - North IRL,642,USDA Imported Meat - Fresh Pork,250
18822,USDA Imported Meat - Fresh Pork - Cuts - North Ireland,USDA Imported Meat - Fresh Pork - Cuts - North IRL,642,USDA Imported Meat - Fresh Pork,255
18823,USDA Imported Meat - Fresh Pork - Edible Offal - North Ireland,USDA Imported Meat - Fresh Pork - Edible Offal - North IRL,642,USDA Imported Meat - Fresh Pork,260
18824,USDA Imported Meat - Fresh Pork - Other Intact - North Ireland,USDA Imported Meat - Fresh Pork - Other Intact - North IRL,642,USDA Imported Meat - Fresh Pork,265
18825,USDA Imported Meat - Fresh Pork - Primals & Subprimals - North Ireland,USDA Imported Meat - Fresh Pork - Primals & Subprimals - North IRL,642,USDA Imported Meat - Fresh Pork,270
18826,USDA Imported Meat - Fresh Pork - AMR - Poland,USDA Imported Meat - Fresh Pork - AMR - POL,642,USDA Imported Meat - Fresh Pork,275
18827,USDA Imported Meat - Fresh Pork - Boneless Trimmings - Poland,USDA Imported Meat - Fresh Pork - Boneless Trimmings - POL,642,USDA Imported Meat - Fresh Pork,280
18828,USDA Imported Meat - Fresh Pork - Cuts - Poland,USDA Imported Meat - Fresh Pork - Cuts - POL,642,USDA Imported Meat - Fresh Pork,285
18829,USDA Imported Meat - Fresh Pork - Edible Offal - Poland,USDA Imported Meat - Fresh Pork - Edible Offal - POL,642,USDA Imported Meat - Fresh Pork,290
18830,USDA Imported Meat - Fresh Pork - Other Intact - Poland,USDA Imported Meat - Fresh Pork - Other Intact - POL,642,USDA Imported Meat - Fresh Pork,295
18831,USDA Imported Meat - Fresh Pork - Primals & Subprimals - Poland,USDA Imported Meat - Fresh Pork - Primals & Subprimals - POL,642,USDA Imported Meat - Fresh Pork,300
18832,USDA Imported Meat - Fresh Pork - AMR - Spain,USDA Imported Meat - Fresh Pork - AMR - ESP,642,USDA Imported Meat - Fresh Pork,305
18833,USDA Imported Meat - Fresh Pork - Boneless Trimmings - Spain,USDA Imported Meat - Fresh Pork - Boneless Trimmings - ESP,642,USDA Imported Meat - Fresh Pork,310
18834,USDA Imported Meat - Fresh Pork - Cuts - Spain,USDA Imported Meat - Fresh Pork - Cuts - ESP,642,USDA Imported Meat - Fresh Pork,315
18835,USDA Imported Meat - Fresh Pork - Edible Offal - Spain,USDA Imported Meat - Fresh Pork - Edible Offal - ESP,642,USDA Imported Meat - Fresh Pork,320
18836,USDA Imported Meat - Fresh Pork - Other Intact - Spain,USDA Imported Meat - Fresh Pork - Other Intact - ESP,642,USDA Imported Meat - Fresh Pork,325
18837,USDA Imported Meat - Fresh Pork - Primals & Subprimals - Spain,USDA Imported Meat - Fresh Pork - Primals & Subprimals - ESP,642,USDA Imported Meat - Fresh Pork,330
18838,USDA Imported Meat - Fresh Pork - AMR - United Kingdom,USDA Imported Meat - Fresh Pork - AMR - UK,642,USDA Imported Meat - Fresh Pork,335
18839,USDA Imported Meat - Fresh Pork - Boneless Trimmings - United Kingdom,USDA Imported Meat - Fresh Pork - Boneless Trimmings - UK,642,USDA Imported Meat - Fresh Pork,340
18840,USDA Imported Meat - Fresh Pork - Cuts - United Kingdom,USDA Imported Meat - Fresh Pork - Cuts - UK,642,USDA Imported Meat - Fresh Pork,345
18841,USDA Imported Meat - Fresh Pork - Edible Offal - United Kingdom,USDA Imported Meat - Fresh Pork - Edible Offal - UK,642,USDA Imported Meat - Fresh Pork,350
18842,USDA Imported Meat - Fresh Pork - Other Intact - United Kingdom,USDA Imported Meat - Fresh Pork - Other Intact - UK,642,USDA Imported Meat - Fresh Pork,355
18843,USDA Imported Meat - Fresh Pork - Primals & Subprimals - United Kingdom,USDA Imported Meat - Fresh Pork - Primals & Subprimals - UK,642,USDA Imported Meat - Fresh Pork,360
18844,USDA Imported Meat - Fresh Pork - AMR - Total,USDA Imported Meat - Fresh Pork - AMR - Total,642,USDA Imported Meat - Fresh Pork,365
18845,USDA Imported Meat - Fresh Pork - Boneless Trimmings - Total,USDA Imported Meat - Fresh Pork - Boneless Trimmings - Total,642,USDA Imported Meat - Fresh Pork,370
18846,USDA Imported Meat - Fresh Pork - Cuts - Total,USDA Imported Meat - Fresh Pork - Cuts - Total,642,USDA Imported Meat - Fresh Pork,375
18847,USDA Imported Meat - Fresh Pork - Edible Offal - Total,USDA Imported Meat - Fresh Pork - Edible Offal - Total,642,USDA Imported Meat - Fresh Pork,380
18848,USDA Imported Meat - Fresh Pork - Other Intact - Total,USDA Imported Meat - Fresh Pork - Other Intact - Total,642,USDA Imported Meat - Fresh Pork,385
18849,USDA Imported Meat - Fresh Pork - Primals & Subprimals - Total,USDA Imported Meat - Fresh Pork - Primals & Subprimals - Total,642,USDA Imported Meat - Fresh Pork,390
18850,USDA Imported Meat - Processed Pork - Fully Cooked - Not Shelf Stable - Canada,USDA Imported Meat - Processed Pork - Fully Cooked - Not Sh St- CAN,643,USDA Imported Meat - Processed Pork,5
18851,USDA Imported Meat - Processed Pork - Heat Treated - Not Shelf Stable - Canada,USDA Imported Meat - Processed Pork - Ht - Not Sh St- CAN,643,USDA Imported Meat - Processed Pork,10
18852,USDA Imported Meat - Processed Pork - Heat Treated - Shelf Stable - Canada,USDA Imported Meat - Processed Pork - Ht - Sh St- CAN,643,USDA Imported Meat - Processed Pork,15
18853,USDA Imported Meat - Processed Pork - Not Heat Treated - Shelf Stable - Canada,USDA Imported Meat - Processed Pork - Not Ht - Sh St- CAN,643,USDA Imported Meat - Processed Pork,20
18854,USDA Imported Meat - Processed Pork - Second Inhib Not Shelf Stable - Canada,USDA Imported Meat - Processed Pork - Second Inhib Not Sh St- CAN,643,USDA Imported Meat - Processed Pork,25
18855,USDA Imported Meat - Processed Pork - Thermally Processed - Canada,USDA Imported Meat - Processed Pork - Thermally Processed - CAN,643,USDA Imported Meat - Processed Pork,30
18856,USDA Imported Meat - Processed Pork - Fully Cooked - Not Shelf Stable - Croatia,USDA Imported Meat - Processed Pork - Fully Cooked - Not Sh St- CRO,643,USDA Imported Meat - Processed Pork,35
18857,USDA Imported Meat - Processed Pork - Heat Treated - Not Shelf Stable - Croatia,USDA Imported Meat - Processed Pork - Ht - Not Sh St- CRO,643,USDA Imported Meat - Processed Pork,40
18858,USDA Imported Meat - Processed Pork - Heat Treated - Shelf Stable - Croatia,USDA Imported Meat - Processed Pork - Ht - Sh St- CRO,643,USDA Imported Meat - Processed Pork,45
18859,USDA Imported Meat - Processed Pork - Not Heat Treated - Shelf Stable - Croatia,USDA Imported Meat - Processed Pork - Not Ht - Sh St- CRO,643,USDA Imported Meat - Processed Pork,50
18860,USDA Imported Meat - Processed Pork - Second Inhib Not Shelf Stable - Croatia,USDA Imported Meat - Processed Pork - Second Inhib Not Sh St- CRO,643,USDA Imported Meat - Processed Pork,55
18861,USDA Imported Meat - Processed Pork - Thermally Processed - Croatia,USDA Imported Meat - Processed Pork - Thermally Processed - CRO,643,USDA Imported Meat - Processed Pork,60
18862,USDA Imported Meat - Processed Pork - Fully Cooked - Not Shelf Stable - Denmark,USDA Imported Meat - Processed Pork - Fully Cooked - Not Sh St- DK,643,USDA Imported Meat - Processed Pork,65
18863,USDA Imported Meat - Processed Pork - Heat Treated - Not Shelf Stable - Denmark,USDA Imported Meat - Processed Pork - Ht - Not Sh St- DK,643,USDA Imported Meat - Processed Pork,70
18864,USDA Imported Meat - Processed Pork - Heat Treated - Shelf Stable - Denmark,USDA Imported Meat - Processed Pork - Ht - Sh St- DK,643,USDA Imported Meat - Processed Pork,75
18865,USDA Imported Meat - Processed Pork - Not Heat Treated - Shelf Stable - Denmark,USDA Imported Meat - Processed Pork - Not Ht - Sh St- DK,643,USDA Imported Meat - Processed Pork,80
18866,USDA Imported Meat - Processed Pork - Second Inhib Not Shelf Stable - Denmark,USDA Imported Meat - Processed Pork - Second Inhib Not Sh St- DK,643,USDA Imported Meat - Processed Pork,85
18867,USDA Imported Meat - Processed Pork - Thermally Processed - Denmark,USDA Imported Meat - Processed Pork - Thermally Processed - DK,643,USDA Imported Meat - Processed Pork,90
18868,USDA Imported Meat - Processed Pork - Fully Cooked - Not Shelf Stable - Germany,USDA Imported Meat - Processed Pork - Fully Cooked - Not Sh St- GER,643,USDA Imported Meat - Processed Pork,95
18869,USDA Imported Meat - Processed Pork - Heat Treated - Not Shelf Stable - Germany,USDA Imported Meat - Processed Pork - Ht - Not Sh St- GER,643,USDA Imported Meat - Processed Pork,100
18870,USDA Imported Meat - Processed Pork - Heat Treated - Shelf Stable - Germany,USDA Imported Meat - Processed Pork - Ht - Sh St- GER,643,USDA Imported Meat - Processed Pork,105
18871,USDA Imported Meat - Processed Pork - Not Heat Treated - Shelf Stable - Germany,USDA Imported Meat - Processed Pork - Not Ht - Sh St- GER,643,USDA Imported Meat - Processed Pork,110
18872,USDA Imported Meat - Processed Pork - Second Inhib Not Shelf Stable - Germany,USDA Imported Meat - Processed Pork - Second Inhib Not Sh St- GER,643,USDA Imported Meat - Processed Pork,115
18873,USDA Imported Meat - Processed Pork - Thermally Processed - Germany,USDA Imported Meat - Processed Pork - Thermally Processed - GER,643,USDA Imported Meat - Processed Pork,120
18874,USDA Imported Meat - Processed Pork - Fully Cooked - Not Shelf Stable - Hungary,USDA Imported Meat - Processed Pork - Fully Cooked - Not Sh St- HUN,643,USDA Imported Meat - Processed Pork,125
18875,USDA Imported Meat - Processed Pork - Heat Treated - Not Shelf Stable - Hungary,USDA Imported Meat - Processed Pork - Ht - Not Sh St- HUN,643,USDA Imported Meat - Processed Pork,130
18876,USDA Imported Meat - Processed Pork - Heat Treated - Shelf Stable - Hungary,USDA Imported Meat - Processed Pork - Ht - Sh St- HUN,643,USDA Imported Meat - Processed Pork,135
18877,USDA Imported Meat - Processed Pork - Not Heat Treated - Shelf Stable - Hungary,USDA Imported Meat - Processed Pork - Not Ht - Sh St- HUN,643,USDA Imported Meat - Processed Pork,140
18878,USDA Imported Meat - Processed Pork - Second Inhib Not Shelf Stable - Hungary,USDA Imported Meat - Processed Pork - Second Inhib Not Sh St- HUN,643,USDA Imported Meat - Processed Pork,145
18879,USDA Imported Meat - Processed Pork - Thermally Processed - Hungary,USDA Imported Meat - Processed Pork - Thermally Processed - HUN,643,USDA Imported Meat - Processed Pork,150
18880,USDA Imported Meat - Processed Pork - Fully Cooked - Not Shelf Stable - Italy,USDA Imported Meat - Processed Pork - Fully Cooked - Not Sh St- IT,643,USDA Imported Meat - Processed Pork,155
18881,USDA Imported Meat - Processed Pork - Heat Treated - Not Shelf Stable - Italy,USDA Imported Meat - Processed Pork - Ht - Not Sh St- IT,643,USDA Imported Meat - Processed Pork,160
18882,USDA Imported Meat - Processed Pork - Heat Treated - Shelf Stable - Italy,USDA Imported Meat - Processed Pork - Ht - Sh St- IT,643,USDA Imported Meat - Processed Pork,165
18883,USDA Imported Meat - Processed Pork - Not Heat Treated - Shelf Stable - Italy,USDA Imported Meat - Processed Pork - Not Ht - Sh St- IT,643,USDA Imported Meat - Processed Pork,170
18884,USDA Imported Meat - Processed Pork - Second Inhib Not Shelf Stable - Italy,USDA Imported Meat - Processed Pork - Second Inhib Not Sh St- IT,643,USDA Imported Meat - Processed Pork,175
18885,USDA Imported Meat - Processed Pork - Thermally Processed - Italy,USDA Imported Meat - Processed Pork - Thermally Processed - IT,643,USDA Imported Meat - Processed Pork,180
18886,USDA Imported Meat - Processed Pork - Fully Cooked - Not Shelf Stable - Mexico,USDA Imported Meat - Processed Pork - Fully Cooked - Not Sh St- MEX,643,USDA Imported Meat - Processed Pork,185
18887,USDA Imported Meat - Processed Pork - Heat Treated - Not Shelf Stable - Mexico,USDA Imported Meat - Processed Pork - Ht - Not Sh St- MEX,643,USDA Imported Meat - Processed Pork,190
18888,USDA Imported Meat - Processed Pork - Heat Treated - Shelf Stable - Mexico,USDA Imported Meat - Processed Pork - Ht - Sh St- MEX,643,USDA Imported Meat - Processed Pork,195
18889,USDA Imported Meat - Processed Pork - Not Heat Treated - Shelf Stable - Mexico,USDA Imported Meat - Processed Pork - Not Ht - Sh St- MEX,643,USDA Imported Meat - Processed Pork,200
18890,USDA Imported Meat - Processed Pork - Second Inhib Not Shelf Stable - Mexico,USDA Imported Meat - Processed Pork - Second Inhib Not Sh St- MEX,643,USDA Imported Meat - Processed Pork,205
18891,USDA Imported Meat - Processed Pork - Thermally Processed - Mexico,USDA Imported Meat - Processed Pork - Thermally Processed - MEX,643,USDA Imported Meat - Processed Pork,210
18892,USDA Imported Meat - Processed Pork - Fully Cooked - Not Shelf Stable - Netherlands,USDA Imported Meat - Processed Pork - Fully Cooked - Not Sh St- NL,643,USDA Imported Meat - Processed Pork,215
18893,USDA Imported Meat - Processed Pork - Heat Treated - Not Shelf Stable - Netherlands,USDA Imported Meat - Processed Pork - Ht - Not Sh St- NL,643,USDA Imported Meat - Processed Pork,220
18894,USDA Imported Meat - Processed Pork - Heat Treated - Shelf Stable - Netherlands,USDA Imported Meat - Processed Pork - Ht - Sh St- NL,643,USDA Imported Meat - Processed Pork,225
18895,USDA Imported Meat - Processed Pork - Not Heat Treated - Shelf Stable - Netherlands,USDA Imported Meat - Processed Pork - Not Ht - Sh St- NL,643,USDA Imported Meat - Processed Pork,230
18896,USDA Imported Meat - Processed Pork - Second Inhib Not Shelf Stable - Netherlands,USDA Imported Meat - Processed Pork - Second Inhib Not Sh St- NL,643,USDA Imported Meat - Processed Pork,235
18897,USDA Imported Meat - Processed Pork - Thermally Processed - Netherlands,USDA Imported Meat - Processed Pork - Thermally Processed - NL,643,USDA Imported Meat - Processed Pork,240
18898,USDA Imported Meat - Processed Pork - Fully Cooked - Not Shelf Stable - Poland,USDA Imported Meat - Processed Pork - Fully Cooked - Not Sh St- POL,643,USDA Imported Meat - Processed Pork,245
